# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 13038
#
# Samples: 1M of event 'cycles:ppp'
# Event count (approx.): 1673722509155
#
# Overhead  Command      Shared Object           Symbol                                                                                         
# ........  ...........  ......................  ...............................................................................................................................................................
#
     0.00%  lto1-ltrans  lto1                    [.] gimple_find_edge_insert_loc                                                                                                                                
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] file_update_time                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] strlen@plt                                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] can_nonlocal_goto                                                                                                                                          
     0.00%  lto1-ltrans  lto1                    [.] fold_truth_andor_1                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000848af0                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] finish_deps_global                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] init_update_ssa                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009c575d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ada438                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] lto_eh_personality                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] init_sched_attrs                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068fbf1                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_strength_reduction::execute                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fcd4b                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] optab_for_tree_code                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_merge_phi::execute                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] emit_to_new_bb_before                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] record_equiv                                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ae5c23                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] x86_64_elf_select_section                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] chrec_contains_undetermined                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] x86_maybe_negate_const_int                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] wi::fits_to_tree_p<generic_wide_int<fixed_wide_int_storage<192> > >                                                                                        
     0.00%  lto1-wpa     lto1                    [.] hash_table<polymorphic_call_target_hasher, xcallocator, false>::expand                                                                                     
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] do_munmap                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd685                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] linemap_position_for_column                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] hash_table<hash_map<gimple_statement_base*, slsr_cand_d*, default_hashmap_traits>::hash_entry, xcallocator, true>::expand                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4df1d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c76c                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_make_section_anyway_with_flags                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a475                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_expand_binary_operator                                                                                                                                
     0.00%  lto1-wpa     lto1                    [.] cgraph_edge::cannot_lead_to_return_p                                                                                                                       
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] find_get_entry                                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] get_computation_aff                                                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a5e1a5                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] record_const_or_copy                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4d67d                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] create_empty_buffers                                                                                                                                       
     0.00%  lto1-wpa     lto1                    [.] ggc_round_alloc_size                                                                                                                                       
     0.00%  lto1-wpa     lto1                    [.] ipa_icf::sem_item_optimizer::filter_removed_items                                                                                                          
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] get_empty_filp                                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000866b24                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ad83                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000691e0d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082f758                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] rtl_profile_for_bb                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f421d4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082eef8                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] ipa_icf_gimple::func_checker::compare_operand                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000691b1c                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_update_stack_boundary                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] ix86_profile_before_prologue                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] added_clobbers_hard_reg_p                                                                                                                                  
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __note_gp_changes                                                                                                                                          
     0.00%  ld           libbfd-2.25.1.so        [.] compute_bucket_count                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] ira_finish_emit_data                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] remove_node_data                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] wi::zext_large                                                                                                                                             
     0.00%  lto1-wpa     lto1                    [.] ggc_get_size                                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771af9193                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061abfd                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] range_is_nonnull                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_local_pure_const::gate                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] group_case_labels_stmt                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fcd98                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] determine_max_movement                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] validize_mem                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] statistics_histogram_event                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] flow_loops_free                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] get_optab_extraction_insn                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] linemap_location_in_system_header_p                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] forwarder_block_to                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a97b                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] ipa_reference_write_optimization_summary                                                                                                                   
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __fget                                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] gsi_advance_fw_nondebug_nonlocal                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eb3f79                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] legal_cast_p_1                                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] extend_h_i_d                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] invert_exp_1                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] signed_or_unsigned_type_for                                                                                                                                
     0.00%  lto1-ltrans  libc-2.23.so            [.] __tfind                                                                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] do_pending_stack_adjust                                                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] df_maybe_reorganize_use_refs                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] state_size                                                                                                                                                 
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] __mark_inode_dirty                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_minimum_alignment                                                                                                                                     
     0.00%  as           [kernel.vmlinux]        [k] vma_adjust                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adbea8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000845101                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] force_expr_to_var_cost                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] hash_table<bb_copy_hasher, xcallocator, false>::hash_table                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006f7ffc                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] force_reg                                                                                                                                                  
     0.00%  ld           [unknown]               [k] 0x00007f64feb86ee6                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] init_ssanames                                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] init_expr                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061aa24                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] perform_intra_sra                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009d7ee4                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] unmapped_area_topdown                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] simplify_builtin_call                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] default_elf_asm_output_limited_string                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] input_regno_present_p                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_chkp_opt::gate                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a891                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] get_lim_data                                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf781f                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] __d_lookup_rcu                                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061aef4                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_lea_for_add_ok                                                                                                                                        
     0.00%  lto1         [kernel.vmlinux]        [.] native_irq_return_iret                                                                                                                                     
     0.00%  lto1         lto1                    [.] int_const_binop_1                                                                                                                                          
     0.00%  g++          [kernel.vmlinux]        [k] free_pcppages_bulk                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] hook_bool_tree_tree_false                                                                                                                                  
     0.00%  lto-wrapper  [kernel.vmlinux]        [k] release_pages                                                                                                                                              
     0.00%  lto1         lto1                    [.] alloc_node                                                                                                                                                 
     0.00%  g++          [kernel.vmlinux]        [k] handle_mm_fault                                                                                                                                            
     0.00%  collect2     [kernel.vmlinux]        [k] kmem_cache_free                                                                                                                                            
     0.00%  ld           [kernel.vmlinux]        [k] fsnotify                                                                                                                                                   
     0.00%  lto-wrapper  [kernel.vmlinux]        [k] block_invalidatepage                                                                                                                                       
     0.00%  lto1         lto1                    [.] ix86_init_mmx_sse_builtins                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4d12f                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] sys_read                                                                                                                                                   
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] update_fast_timekeeper                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] lto_obj_add_section                                                                                                                                        
     0.00%  as           [unknown]               [k] 0x000000000040e3e5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a1d045                                                                                                                                         
     0.00%  as           [unknown]               [k] 0x0000000000410b1e                                                                                                                                         
     0.00%  lto1-ltrans  libc-2.23.so            [.] __overflow                                                                                                                                                 
     0.00%  as           [unknown]               [k] 0x000000000040d269                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] up_write                                                                                                                                                   
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] ext4_da_get_block_prep                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008332ee                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000005e7260                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000602c77                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009bf1ad                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fcd93                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] __fprintf_chk@plt                                                                                                                                          
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_getl32                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a58cc0                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] ext4_da_write_begin                                                                                                                                        
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_putl32                                                                                                                                                 
     0.00%  as           [kernel.vmlinux]        [k] retint_user                                                                                                                                                
     0.00%  ld           libbfd-2.25.1.so        [.] _bfd_final_link_relocate                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000092eec9                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4dbef                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] finalize<hash_table<ssa_name_hasher, xcallocator, true> >                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd4a0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000873ebe                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_lookup_arch                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000add868                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000680822                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ae01f5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f4540d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000882638                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c7d2                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000add687                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e8b8af                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __slab_free                                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] subreg_regno_offset                                                                                                                                        
     0.00%  as           as                      [.] i386_parse_name                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fa708                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061bd78                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b8ea81                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000084476b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eac722                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061bdf0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008659c0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ade3c4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000c26940                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000602f4d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000683ef5                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x00000000008826a0                                                                                                                                         
     0.00%  as           as                      [.] symbol_mark_used_in_reloc                                                                                                                                  
     0.00%  lto1-wpa     [unknown]               [k] 0x000000000088c849                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_elf_sym_name                                                                                                                                           
     0.00%  as           [unknown]               [k] 0x00000000004358ac                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069a9a1                                                                                                                                         
     0.00%  as           [unknown]               [k] 0x00000000004302f4                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] is_builtin_fn                                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adbbe5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008826aa                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] free_with_string                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000add67a                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000907896                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b536                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a39116                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] gimple_get_virt_method_for_binfo                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e84106                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000063f6a2                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] or_predicates                                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e86ff8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adeb58                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009333d4                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] hash_odr_name                                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000831ca8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061cd41                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] hash_table<shared_bitmap_hasher, xcallocator, false>::expand                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e865db                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b97b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000697982                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] tree_fits_uhwi_p                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061bddd                                                                                                                                         
     0.00%  as           [kernel.vmlinux]        [k] down_read_trylock                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd475                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085a22f                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000eb3485                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] validize_symbol_for_target                                                                                                                                 
     0.00%  lto1-wpa     [unknown]               [k] 0x000000000087e0ca                                                                                                                                         
     0.00%  as           [kernel.vmlinux]        [k] mem_cgroup_try_charge                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000877d80                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x000000000088277a                                                                                                                                         
