# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 2536
#
# Samples: 142K of event 'cycles:ppp'
# Event count (approx.): 130516835553
#
# Overhead  Command      Shared Object           Symbol                                                                                         
# ........  ...........  ......................  ...............................................................................................................................................................
#
     0.00%  lto1-ltrans  lto1                    [.] sreal::to_int                                                                                                                                              
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] ext4_llseek                                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] ira_adjust_equiv_reg_cost                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] standard_80387_constant_p                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000875486                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] array_ref_element_size                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ac5c                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] set_immediate_dominator                                                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] wi::ltu_p_large                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061aa97                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] account_user_time                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf1543                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000c239f5                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] output_function_exception_table                                                                                                                            
     0.00%  lto1-wpa     [unknown]               [k] 0x00007f9470c16aa8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061aef0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068fc0e                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] ext4_mark_inode_dirty                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f11028fbc57                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eaf637                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] cselib_init                                                                                                                                                
     0.00%  lto1-wpa     lto1                    [.] rewrite_update_dom_walker::before_dom_children                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] store_motion_loop                                                                                                                                          
     0.00%  lto1-ltrans  lto1                    [.] possible_polymorphic_call_targets_1                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] valid_gimple_rhs_p                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] vuse_eq                                                                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] multiple_sets                                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] optab_for_tree_code                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] vn_nary_op_lookup_pieces                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] can_throw_external                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] finalize<hash_table<ssa_name_hasher, xcallocator, true> >                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] types_odr_comparable                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000066d115                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_nsaved_sseregs                                                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006998b2                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] output_90                                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] copy_freq_compare_func                                                                                                                                     
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] trigger_load_balance                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] wi::set_bit_in_zero                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] do_pending_stack_adjust                                                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] sra_deinitialize                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] find_reg_fusage                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000699b1c                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] get_or_alloc_expr_for_constant                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] recog_11                                                                                                                                                   
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] entry_SYSCALL_64                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] commit_one_edge_insertion                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] create_empty_bb                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006fce90                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e82d70                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f44b28                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] hash_table<hash_set<tree_node*, default_hashset_traits>::hash_entry, xcallocator, true>::~hash_table                                                       
     0.00%  lto1-ltrans  lto1                    [.] eliminate_push_avail                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] select_best_block                                                                                                                                          
     0.00%  ld           [kernel.vmlinux]        [k] pagevec_lru_move_fn                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] probably_never_executed_bb_p                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082eb55                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __radix_tree_preload                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000616357                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008e2a96                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] std_pt_solution_includes_global                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd9f4                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] possible_polymorphic_call_targets_1                                                                                                                        
     0.00%  lto1-wpa     lto1                    [.] hash_pointer                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] do_deref                                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] is_ctrl_stmt                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] hash_table<invariant_expr_hasher, xcallocator, false>::find_slot_with_hash                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] recog_8                                                                                                                                                    
     0.00%  lto1-wpa     lto1                    [.] lto_end_uncompression                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000612edf                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] streamer_read_gcov_count                                                                                                                                   
     0.00%  lto1-wpa     [unknown]               [k] 0x000000000088f287                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] get_max_value_id                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000060a980                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] ntp_get_next_leap                                                                                                                                          
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __dquot_alloc_space                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] lra_create_copy                                                                                                                                            
     0.00%  lto1-wpa     lto1                    [.] vtable_pointer_value_to_vtable                                                                                                                             
     0.00%  as           [kernel.vmlinux]        [k] avc_has_perm                                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000699fd2                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b85f9f                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] current_ir_type                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ad11                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] cselib_finish                                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] gimple_has_body_p                                                                                                                                          
     0.00%  lto1-ltrans  lto1                    [.] get_or_alloc_expr_for                                                                                                                                      
     0.00%  as           as                      [.] md_convert_frag                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] inchash::add_expr_commutative                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061bd85                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] emit_pattern_before                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] finalize<hash_table<insn_cache_hasher, xcallocator, true> >                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] recog_139                                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] add_to_evolution                                                                                                                                           
     0.00%  lto1-wpa     lto1                    [.] function_and_variable_visibility                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] gen_movsi                                                                                                                                                  
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] ktime_get_update_offsets_now                                                                                                                               
     0.00%  as           [kernel.vmlinux]        [k] free_pages_prepare                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd5e8                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] set_mem_attributes                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] SImode_address_operand                                                                                                                                     
     0.00%  lto1-wpa     lto1                    [.] pop_cfun                                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf7bf5                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] insn_current_reference_address                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b817aa                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] finalize<hash_map<gimple_statement_base*, int, default_hashmap_traits> >                                                                                   
     0.00%  lto1-wpa     lto1                    [.] remap_edge_summaries                                                                                                                                       
     0.00%  ld           [kernel.vmlinux]        [k] release_pages                                                                                                                                              
     0.00%  ld           [kernel.vmlinux]        [k] free_pages_prepare                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] read_dependence                                                                                                                                            
     0.00%  as           as                      [.] symbol_clear_list_pointers                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] create_preheader                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] nontrapping_dom_walker::add_or_mark_expr                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] clear_last_verified                                                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e739cc                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] make_range                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068fc0b                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] vm_normal_page                                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] hash_table<insn_cache_hasher, xcallocator, true>::find_slot_with_hash                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] ht_forall                                                                                                                                                  
     0.00%  ld           libc-2.23.so            [.] malloc_consolidate                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] std_pt_solution_includes                                                                                                                                   
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000fdaafd                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069a008                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] wi::lshift<generic_wide_int<fixed_wide_int_storage<128> >, int>                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] ix86_promote_function_mode                                                                                                                                 
     0.00%  lto1-wpa     lto1                    [.] is_gimple_min_invariant                                                                                                                                    
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] mem_cgroup_page_lruvec                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ad80                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] maybe_record_node                                                                                                                                          
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_octets_per_byte                                                                                                                                        
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] do_mmap                                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b1cd                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] walk_tree_1                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000681e57                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008450e0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000699b11                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f425d9                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] memcmp@plt                                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] empty_alloc_pool                                                                                                                                           
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] anon_vma_prepare                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] fold_relational_const                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f110293df89                                                                                                                                         
     0.00%  as           as                      [.] fix_new_exp                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000932000                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] loop_exit_hasher::remove                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] hash_table<loop_exit_hasher, xcallocator, true>::expand                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] vn_nary_op_insert_stmt                                                                                                                                     
     0.00%  lto1-wpa     lto1                    [.] release_function_body                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b2e5                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] ipa_icf::sem_item_optimizer::remove_symtab_node                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061abff                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000696794                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] free_affine_expand_cache                                                                                                                                   
     0.00%  lto1-ltrans  libgmp.so.10.3.1        [.] __gmpz_init_set                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] replace_exp_1                                                                                                                                              
     0.00%  lto1-wpa     [unknown]               [k] 0x000000000088e660                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] sec_merge_hash_lookup                                                                                                                                      
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] lru_add_drain_cpu                                                                                                                                          
     0.00%  as           as                      [.] symbol_mark_used                                                                                                                                           
     0.00%  ld           [kernel.vmlinux]        [k] uncharge_list                                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] clear_modify_mem_tables                                                                                                                                    
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] free_pages_and_swap_cache                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] vrp_meet                                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000c2cdb1                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] remove_eh_landing_pad                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] declare_inline_vars                                                                                                                                        
     0.00%  lto1-wpa     lto1                    [.] lto_symtab_encoder_encode                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f42180                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] rb_erase                                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] redirect_immediate_dominators                                                                                                                              
     0.00%  lto1-ltrans  libc-2.23.so            [.] _IO_file_write@@GLIBC_2.2.5                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_isolate_erroneous_paths::gate                                                                                                  
     0.00%  lto1-wpa     [unknown]               [k] 0x00000000008854c3                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] hash_table<reg_attr_hasher, xcallocator, true>::expand                                                                                                     
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] selinux_mmap_addr                                                                                                                                          
     0.00%  lto1-ltrans  lto1                    [.] tree_set_block                                                                                                                                             
     0.00%  lto1-wpa     lto1                    [.] generic_simplify                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] estimate_numbers_of_iterations                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] assign_parm_find_data_types                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] validate_subreg                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] emit_to_new_bb_before                                                                                                                                      
     0.00%  lto1-wpa     lto1                    [.] va_gc::reserve<condition, va_gc>                                                                                                                           
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] policy_zonelist                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] expensive_function_p                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000698534                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e739c5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd685                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000084ab6c                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000093328d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a608                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] last_call_insn                                                                                                                                             
     0.00%  lto1-wpa     lto1                    [.] free_with_string                                                                                                                                           
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] avc_has_perm                                                                                                                                               
     0.00%  as           libc-2.23.so            [.] _obstack_newchunk                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f110293e673                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] get_object_alignment                                                                                                                                       
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __add_to_page_cache_locked                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] control_dependences::control_dependences                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b1fd48                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069a196                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000d86d57                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000694750                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c776                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] calc_global_load_tick                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f110293d0bd                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] no_real_insns_p                                                                                                                                            
     0.00%  as           libc-2.23.so            [.] __stpcpy_sse2                                                                                                                                              
     0.00%  lto1-wpa     lto1                    [.] ipa_node_params_t::duplicate                                                                                                                               
     0.00%  as           libc-2.23.so            [.] __memcpy_sse2                                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] contains_muldiv                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fe56d                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] rtvec_alloc                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000932497                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] cgraph_node::remove                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] get_last_insertion_point                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] gt_ggc_mx_loop                                                                                                                                             
